IYEAR,COMM,LOSS,LATITUDE,LONGITUDE
2008,CRUDE OIL,2.0,"38° 23' 42""","-94° 30' 47"""
2008,CRUDE OIL,2.0,32.8828,-91.0522
2008,CRUDE OIL,6.0,35.9459,96.7475
2008,CRUDE OIL,3.0,N32 12.403,W102 21.720
2008,CRUDE OIL,10.0,33.9145167 N,98.4368000 W
2008,CRUDE OIL,40.0,38.786725,-89.065446
2008,CRUDE OIL,10.0,42.9007,-82.5111
2008,CRUDE OIL,10.0,29.370290 N,89.540536 W
2008,CRUDE OIL,10.0,30.0111,-90.8386
2008,CRUDE OIL,140.0,35.36924,-119.08702
2008,CRUDE OIL,30.0,33.8647222 N,118.167500 W
2008,CRUDE OIL,20.0,N27.52174,W-97.13647
2008,CRUDE OIL,13.0,36.0333,-87.9437
2008,CRUDE OIL,5.0,37.0831°,-96.4067°
2008,CRUDE OIL,30.0,42.8618,-82.6877
2009,CRUDE OIL,39.0,35.44756,-119.04349
2009,CRUDE OIL,8.0,37.2531,-121.1172
2009,CRUDE OIL,3.0,33*48'26.7N,118*19'46.7W
2009,CRUDE OIL,20.0,32.70442 N,102.16168 W
2009,CRUDE OIL,10.0,N33 3.593,W95 16.277
2008,CRUDE OIL,450.0,29.79023,-95.27753
2009,CRUDE OIL,10.0,35.9868,-96.7487
2009,CRUDE OIL,10.0,35.76920 N,97.69410 W
2009,CRUDE OIL,10.0,32.52021 N,94.92702 W
2009,CRUDE OIL,1.0,32.523210 N  ,94.935550 W
2009,CRUDE OIL,20.0,N32DEG 29.586MIN,W94DEG 49.799MIN
2009,CRUDE OIL,1174.0,37.033516,-96.769414
2009,CRUDE OIL,2.0,N32 19 50,W102 35 02
2009,CRUDE OIL,35.0,38.78925 N,89.06502 W
2009,CRUDE OIL,20.0,41.0833333 N,111.0777778 W
2009,CRUDE OIL,8.0,39.0355,-84.6902
2009,CRUDE OIL,15.0,32.4819,-94.8351
2009,ANS CRUDE OIL,6.0,N70.2576,W-148.6192
2009,CRUDE OIL,40.0,N44.4606,W105.4465
2009,CRUDE OIL,4.0,-118.163396,33.863186
2009,CRUDE OIL,1.0,31.98440 N,102.49653 W
2009,CRUDE OIL,20.0,29.71,-95.25
2009,CRUDE OIL,1250.0,41.2186,-83.6436
2009,CRUDE OIL,126.0,N29 57.15,W096 51.70
2009,CRUDE OIL,2.0,36.4875N,108.1359W
2009,CRUDE OIL,20.0,46-23.542,104-26.959
2009,CRUDE OIL,20.0,29.9792,-93.9386
2009,HEAVY CRUDE OIL,20.0,33.76400 N,118.22700 W
2009,CRUDE OIL,6.0,29.288381 N,89.364569 W
2009,CRUDE OIL,1400.0,31.3581,-97.1753
2009,CRUDE OIL,166.0,118.52863W,-34.51624N
2009,CRUDE OIL,75.0,32 57' 14.14,98 19' 31.96
2009,CRUDE OIL,30.0,N41 33.2540,W87 53.1917
2009,CRUDE OIL,3.0,32.654886 N,103.137475 W
2009,CRUDE OIL,10.0,29.71,-95.25
2009,CRUDE OIL,4.0,37.966207,-84.177238
2009,CRUDE OIL,5.0,35.13525,-119.33606
2009,CRUDE OIL,2.0,"-46° 56' 20""","-92° 56' 17"""
2009,CRUDE OIL,25.0,33.95040,-117.92394
2009,CRUDE OIL,48.0,32.152578,-97.374402
2009,CRUDE OIL,84.0,33.006783,102.975128
2009,CRUDE OIL,4.0,"31, 5700","102, 36"
2009,CRUDE OIL,21.0,"32, 4103","103, 0366"
2009,CRUDE OIL,37.0,N40.40142099619,W110.75850994726
2009,CRUDE OIL,450.0,31.615350 N,102.94460 W
2009,CRUDE OIL,8.0,119.5646W,35.2158N
2009,CRUDE OIL,20.0,31.6903,-97.5292
2009,CRUDE OIL,4.0,32.0727,-98.4644
2009,CRUDE OIL,248.0,32.4392,-94.8269
2009,CRUDE OIL,2.0,"37° 48' 10""","-96° 54' 51"""
2009,CRUDE OIL,25.0,29.9344,-94.1312
2009,CRUDE OIL,5.0,31.93724,-90.50935
2009,CRUDE OIL,1.0,32.4404,-94.8268
2009,CRUDE OIL,3.0,32.4404,-94.8268
2009,CRUDE OIL,20.0,31.43515 N,91.07300 W
2009,CRUDE OIL,8.0,28.279548,-97.295164
2009,CRUDE OIL,2.0,34.55135,-118.55576
2009,MID KANSAS/CRUDE OIL,150.0,N39-06-20.5,W099-10-21.9
2009,CRUDE OIL,5.0,46° 48' 42,-92° 45' 41
2009,CRUDE OIL,6.0,N34.45755,W097.51008
2009,CRUDE OIL,4.0,N29 20 51,W094 55 90
2009,CRUDE OIL,25.0,31.16525,90.7775
2009,CRUDE OIL,15.0,32.68792,102.65092
2009,CRUDE OIL,3416.0,32.5323,-100.8298
2009,CRUDE OIL,2.0,32.5485,103.24936
2009,CRUDE OIL,30.0,N 30 00 38.9 , W 90 51 39.4
2009,CRUDE OIL,5.0,N 29°37¿ 55.17,W 91°31¿ 53.10
2009,CRUDE OIL,2.0,32.06839,-96.4708
2009,CRUDE OIL,3.0,35.93679 N,96.74378 W
2009,CRUDE OIL,2.0,31.76347 N,103.17366 W
2009,CRUDE OIL,50.0,N29 20 51,W094 55 90
2009,CRUDE OIL,60.0,N34.21723,W098.16653
2009,CRUDE OIL,1.0,34.6208,-97.1729
2009,CRUDE OIL,5.0,30.0111,-90.8386
2009,COLD LAKE CRUDE OIL,2.0,N38 46 40,W89 5 8
2009,CRUDE OIL,4.0,43.29335 N,107.62495 W
2009,CRUDE OIL,37.0,35.944644,96.751208
2009,CRUDE OIL,10.0,N33.24908,W098.7035
2009,CRUDE OIL,4.0,32.2854,-97.7647
2009,CRUDE OIL HLS (HEAVY LOUISIANA SWEET),5.0,N29 15 10,W89 57 55
2009,CRUDE OIL,1.0,36.4192,-97.8489
2009,CRUDE OIL,8.0,32.9187,-92.1586
2009,RESIDUAL CRUDE OIL,1.0,-39.07011613,-91.36250484
2009,CRUDE OIL,1200.0,32.39068,-93.84611
2009,CRUDE OIL,88.0,N37DEG 54.394,W97DEG51.379
2009,CRUDE OIL,2500.0,29.8169,-94.8833
2009,CRUDE OIL,40.0,31.13698 N,102.19215 W
2009,CRUDE OIL,3.0,35.130,119.491
2009,CRUDE OIL,4.0,32.4668,-94.8666
2009,CRUDE OIL,3.0,33.936219,98.496772
2009,CRUDE OIL,298.0,30.154183,93.334494
2009,CRUDE OIL,725.0,43.447583,106.206083
2009,CRUDE OIL,18.0,38.87552 N,102.16522 W
2009,CRUDE OIL,3.0,33.914167 N,98.4377667 W
2009,CRUDE OIL,4.0,N28 57 00 77,W095 25 53 28
2009,CRUDE OIL,5.0,"42° 41' 49""","-83° 46' 21"""
2009,CRUDE OIL,5.0,46° 41' 6,-92° 3' 45
2009,CRUDE OIL,2.0,32.4668,-94.8666
2009,CRUDE OIL,1240.0,33.913020,-98.433816
2009,CRUDE OIL,21.0,37  5'1.77,96 22'18.09
2009,CRUDE OIL (BURNED),220.0,32.8793,-91.0516
2009,CRUDE OIL,10.0,36.1903,-120.3561
2009,CRUDE OIL,4.0,28.606667,-97.801667
2009,CRUDE OIL,25.0,41.065580 N,111.056230 W
2009,CRUDE OIL,2.0,32.4393,-94.8252
2009,CRUDE OIL,3.0,37  5' 1.8,96  22' 15.46
2009,CRUDE OIL,1.0,41° 33' 20,-87° 53' 7
2009,CRUDE OIL,2.0,30.7938467 N,88.2061383 W
2009,CRUDE OIL,20.0,32.06839,-96.4708
2009,CRUDE OIL,3.0,46.8197,-95.1489
2009,CRUDE OIL,8.0,32.06839,-96.4708
2009,CRUDE OIL,5000.0,46.30965,-94.72790
2009,CRUDE OIL,2.0,40 15' 52' N,106 24' 30' W
2009,CRUDE OIL,120.0,29.418782,94.704811
2009,CRUDE OIL,2.0,32.0133167 N,102.011650 W
2009,CRUDE OIL,10.0,46.27'23,108.45'38
2009,CRUDE OIL,4.0,34 06.3236,100 52.2773
2009,CRUDE OIL,100.0,N32.55620,W102.98232
2009,CRUDE OIL,10.0,34N18:25,119W18:25
2009,CRUDE OIL,20.0,29.9003,-93.9635
2009,CRUDE OIL,103.0,32.0684,-96.4708
2009,CRUDE OIL,1.0,32.5184,-94.8516
2009,CRUDE OIL,5.0,N37 48.2135,W96 54.9214
